log_id,employee_code,employee_name,method,action,device_id,device_name,check_time,location
L3794,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:01:00,HCM
L3795,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:13:00,HCM
L3796,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:50:00,HCM
L3797,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:02:00,HCM
L3798,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:08:00,HCM
L3799,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3800,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:03:00,HCM
L3801,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3802,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3803,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3804,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:10:00,HCM
L3805,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:01:00,HCM
L3806,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:01:00,HCM
L3807,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3808,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3809,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3810,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3811,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:02:00,HCM
L3812,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:00:00,HCM
L3813,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3814,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:06:00,HCM
L3815,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3816,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:10:00,HCM
L3817,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:00:00,HCM
L3818,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3819,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:02:00,HCM
L3820,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:04:00,HCM
L3821,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3822,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3823,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3824,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:01:00,HCM
L3825,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3826,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:03:00,HCM
L3827,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3828,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3829,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:11:00,HCM
L3830,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:59:00,HCM
L3831,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:04:00,HCM
L3832,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3833,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:14:00,HCM
L3834,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:50:00,HCM
L3835,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:01:00,HCM
L3836,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3837,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:03:00,HCM
L3838,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:59:00,HCM
L3839,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:11:00,HCM
L3840,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:53:00,HCM
L3841,EMP-2050,Nguyß╗àn V─ân 50,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:00:00,HCM
L3842,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3843,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3844,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3845,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:07:00,HCM
L3846,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:52:00,HCM
L3847,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:06:00,HCM
L3848,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3849,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:03:00,HCM
L3850,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:58:00,HCM
L3851,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:00:00,HCM
L3852,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:52:00,HCM
L3853,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:10:00,HCM
L3854,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:50:00,HCM
L3855,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:02:00,HCM
L3856,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3857,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:05:00,HCM
L3858,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:58:00,HCM
L3859,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:13:00,HCM
L3860,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:02:00,HCM
L3861,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3862,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3863,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:07:00,HCM
L3864,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3865,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:05:00,HCM
L3866,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:03:00,HCM
L3867,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:11:00,HCM
L3868,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:03:00,HCM
L3869,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:14:00,HCM
L3870,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3871,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:14:00,HCM
L3872,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:58:00,HCM
L3873,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:07:00,HCM
L3874,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:03:00,HCM
L3875,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:02:00,HCM
L3876,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3877,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:56:00,HCM
L3878,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3879,EMP-2077,Nguyß╗àn V─ân 77,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3880,EMP-2077,Nguyß╗àn V─ân 77,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3881,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:01:00,HCM
L3882,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3883,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3884,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:06:00,HCM
L3885,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3886,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:01:00,HCM
L3887,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:03:00,HCM
L3888,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:02:00,HCM
L3889,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:01:00,HCM
L3890,EMP-2082,Nguyß╗àn V─ân 82,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:06:00,HCM
L3891,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:53:00,HCM
L3892,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3893,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:02:00,HCM
L3894,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:51:00,HCM
L3895,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:04:00,HCM
L3896,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:52:00,HCM
L3897,EMP-2087,Nguyß╗àn V─ân 87,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:12:00,HCM
L3898,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:03:00,HCM
L3899,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:02:00,HCM
L3900,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:00:00,HCM
L3901,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:09:00,HCM
L3902,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:52:00,HCM
L3903,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:10:00,HCM
L3904,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 08:02:00,HCM
L3905,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:10:00,HCM
L3906,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:55:00,HCM
L3907,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:01:00,HCM
L3908,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:54:00,HCM
L3909,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:14:00,HCM
L3910,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:07:00,HCM
L3911,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3912,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:13:00,HCM
L3913,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckIn,D01,Main Gate,2026-01-24 07:57:00,HCM
L3914,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckOut,D01,Main Gate,2026-01-24 17:00:00,HCM
L3915,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:58:00,HCM
L3916,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:11:00,HCM
L3917,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:58:00,HCM
L3918,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:01:00,HCM
L3919,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:56:00,HCM
L3920,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:11:00,HCM
L3921,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:55:00,HCM
L3922,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 16:57:00,HCM
L3923,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:50:00,HCM
L3924,IT-003,Ho├áng Thu Ph╞░╞íng,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:03:00,HCM
L3925,EMP-2001,Nguyß╗àn V─ân 1,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:01:00,HCM
L3926,EMP-2001,Nguyß╗àn V─ân 1,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:04:00,HCM
L3927,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:50:00,HCM
L3928,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3929,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:08:00,HCM
L3930,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:02:00,HCM
L3931,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:11:00,HCM
L3932,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:01:00,HCM
L3933,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:01:00,HCM
L3934,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:56:00,HCM
L3935,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3936,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3937,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:03:00,HCM
L3938,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:01:00,HCM
L3939,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3940,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:04:00,HCM
L3941,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:05:00,HCM
L3942,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:56:00,HCM
L3943,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:00:00,HCM
L3944,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:55:00,HCM
L3945,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:09:00,HCM
L3946,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3947,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:07:00,HCM
L3948,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3949,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:00:00,HCM
L3950,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:00:00,HCM
L3951,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:14:00,HCM
L3952,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:02:00,HCM
L3953,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:05:00,HCM
L3954,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:50:00,HCM
L3955,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:04:00,HCM
L3956,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:01:00,HCM
L3957,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3958,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3959,EMP-2018,Nguyß╗àn V─ân 18,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 16:22:00,HCM
L3960,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:01:00,HCM
L3961,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 16:28:00,HCM
L3962,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:00:00,HCM
L3963,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:02:00,HCM
L3964,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:46:00,HCM
L3965,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3966,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:02:00,HCM
L3967,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:07:00,HCM
L3968,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:56:00,HCM
L3969,EMP-2023,Nguyß╗àn V─ân 23,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:12:00,HCM
L3970,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:51:00,HCM
L3971,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3972,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:36:00,HCM
L3973,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:06:00,HCM
L3974,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:57:00,HCM
L3975,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:02:00,HCM
L3976,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:03:00,HCM
L3977,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3978,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:51:00,HCM
L3979,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3980,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3981,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:02:00,HCM
L3982,EMP-2032,Nguyß╗àn V─ân 32,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:01:00,HCM
L3983,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3984,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3985,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:59:00,HCM
L3986,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:02:00,HCM
L3987,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:13:00,HCM
L3988,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:04:00,HCM
L3989,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:07:00,HCM
L3990,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:59:00,HCM
L3991,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:04:00,HCM
L3992,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:51:00,HCM
L3993,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:04:00,HCM
L3994,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:57:00,HCM
L3995,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:10:00,HCM
L3996,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:53:00,HCM
L3997,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:07:00,HCM
L3998,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:52:00,HCM
L3999,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:03:00,HCM
L4000,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 08:31:00,HCM
L4001,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:01:00,HCM
L4002,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:55:00,HCM
L4003,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckOut,D01,Main Gate,2026-01-26 17:00:00,HCM
L4004,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckIn,D01,Main Gate,2026-01-26 07:56:00,HCM
